MODIFIED_ADDRESS,count
"177 w 83rd st #4s, new york, ny 10024",1
"1963 hobart ave, bronx, ny 10461",1
"118 battery ave #4c, brooklyn, ny 11209",1
"50 w 30th st ph 2, new york, ny 10001",1
"415 e 85th st #1a, new york, ny 10028",1
"40 brighton 1st rd #2m, brooklyn, ny 11235",1
"3536 cambridge ave #4f, bronx, ny 10463",1
"2455 bedford ave, brooklyn, ny 11226",1
"521 leverett ave, staten island, ny 10308",1
"126-18 148th st, jamaica, ny 11436",1
"6601 broadway #3a, bronx, ny 10471",1
"16828 powells cove blvd #12, flushing, ny 11357",1
"933 jewett ave, staten island, ny 10314",1
"53-30 61st st, maspeth, ny 11378",1
"400 e 90th st, new york, ny 10128",1
"1385 e 34th st, brooklyn, ny 11234",1
"60 clark st, brooklyn, ny 11201",1
"6031 huxley ave, bronx, ny 10471",1
"4 e 95th st #1b, new york, ny 10128",1
"71 e 77th st apt 9b, new york, ny 10075",1
"2141 2nd ave #5c, new york, ny 10029",1
"35 stuyvesant st, new york, ny 10003",1
"460 ovington ave #5h, brooklyn, ny 11209",1
"387 fingerboard rd, staten island, ny 10305",1
"57 skyline dr, staten island, ny 10304",1
"2635 e 28th st, brooklyn, ny 11235",1
"150-25 72nd rd, flushing, ny 11367",1
"1893 harrison ave, bronx, ny 10453",1
"136 beach 117th st #5j, rockaway park, ny 11694",1
"1260 lincoln pl, brooklyn, ny 11213",1
"3737 amboy rd, staten island, ny 10308",1
"88-44 202nd st, hollis, ny 11423",1
"17-85 215th st #15b, flushing, ny 11360",1
"2147 33rd st apt 1h, astoria, ny 11105",1
"18-15 215th st #3h, flushing, ny 11360",1
"6801 shore rd #4j, brooklyn, ny 11220",1
"205 aquatic pl, arverne, ny 11692",1
"46 seafoam st, staten island, ny 10306",1
"96 e 208th st, bronx, ny 10467",1
"137 beadel st, brooklyn, ny 11222",1
"3515 78th st apt 21, jackson heights, ny 11372",1
"26910 grand central pkwy #6m, queens, ny 11005",1
"33-37 71st st, flushing, ny 11372",1
"280 clinton b fiske ave, staten island, ny 10314",1
"21-15 33rd st #5h, queens, ny 11105",1
"8506 colonial rd, brooklyn, ny 11209",1
"1305 elm ave, brooklyn, ny 11230",1
"8 ada dr # 47, staten island, ny 10314",1
"155 ebbitts st, staten island, ny 10306",1
"551 lexington ave, brooklyn, ny 11221",1
"18 kelly blvd, staten island, ny 10314",1
"2232 brigham st #1j, brooklyn, ny 11229",1
"18a bleecker st, brooklyn, ny 11221",1
"3540 laconia ave, bronx, ny 10469",1
"2 tudor city pl #4d, new york, ny 10017",1
"232 27th st, brooklyn, ny 11232",1
"215-20 104th ave, queens village, ny 11429",1
"1 tiffany pl #3b, brooklyn, ny 11231",1
"19658 67th ave, fresh meadows, ny 11365",1
"223 w 80th st apt 6, new york, ny 10024",1
"6738 108th st apt b22, forest hills, ny 11375",1
"828 gerard ave #4g, bronx, ny 10451",1
"156 beach 9th st #5a, far rockaway, ny 11691",1
"303 van brunt st #1, brooklyn, ny 11231",1
"76 s 2nd st, brooklyn, ny 11249",1
"3308 lucerne st, bronx, ny 10465",1
"120-46 238th st, jamaica, ny 11411",1
"10114 4th ave #22a, brooklyn, ny 11209",1
"11020 71st rd apt 708, forest hills, ny 11375",1
"326 126th st, queens, ny 11356",1
"798 halsey st, brooklyn, ny 11233",1
"45 e loop rd, staten island, ny 10304",1
"1016 gravesend neck rd, brooklyn, ny 11223",1
"279 suffolk ave, staten island, ny 10314",1
"70-31 108th st, forest hills, ny 11375",1
"1530 212th st # 224, bayside, ny 11360",1
"520 laguardia pl apt 7s, new york, ny 10012",1
"97-37 63rd rd #4j, rego park, ny 11374",1
"471 beach rd, staten island, ny 10312",1
"11201 queens blvd apt 21h, forest hills, ny 11375",1
"90 coale ave, staten island, ny 10314",1
"8 w 65th st apt 3a, new york, ny 10023",1
"710 e 22nd st, brooklyn, ny 11210",1
"420 w 23rd st #2b, new york, ny 10011",1
"1850 billingsley terrace, bronx, ny 10453",1
"2013 ave v, brooklyn, ny 11229",1
"12-5 estates ln #231, bayside, ny 11360",1
"150-14 village rd #93, queens, ny 11435",1
"315 e 65th st #11c, new york, ny 10065",1
"1341 e 36th st, brooklyn, ny 11234",1
"9902 3rd ave #5p, brooklyn, ny 11209",1
"79 73rd st, brooklyn, ny 11209",1
"166-32 16th rd, flushing, ny 11357",1
"39-22 221st st, flushing, ny 11361",1
"229 w 144th st apt 34, new york, ny 10030",1
"2600 henry hudson pkwy #1e, bronx, ny 10463",1
"27110 grand central pkwy #8, queens village, ny 11005",1
"112-01 queens blvd #8a, forest hills, ny 11375",1
"16 warren st apt 5, new york, ny 10007",1
"2950 ocean ave #11, brooklyn, ny 11235",1
"120-41 132nd st, jamaica, ny 11420",1
"2472 e 21st st, brooklyn, ny 11235",1
"70-33 65th pl, flushing, ny 11385",1
"136 w 81st st #4f, new york, ny 10024",1
"1835 corporal kennedy st apt 2b, bayside, ny 11360",1
"78 hooker pl, staten island, ny 10302",1
"53 w 94th st, new york, ny 10025",1
"90 bay street landing #7h, staten island, ny 10301",1
"140 w 69th st apt 106, new york, ny 10023",1
"91-11 92nd st, woodhaven, ny 11421",1
"60-70 woodhaven blvd #4b, elmhurst, ny 11373",1
"1604 harding park, bronx, ny 10473",1
"206-17 emily rd #1002, bayside, ny 11360",1
"44 summit ave, staten island, ny 10306",1
"25 perry st, new york, ny 10014",1
"104-37 116th st, south richmond hill, ny 11419",1
"8647 16th ave, brooklyn, ny 11214",1
"4521 hylan blvd, staten island, ny 10312",1
"601 kappock st #1b, bronx, ny 10463",1
"1645 e 92nd st, brooklyn, ny 11236",1
"1187 rhinelander ave, bronx, ny 10461",1
"84-42 85th rd, jamaica, ny 11421",1
"79 perry st, new york, ny 10014",1
"2128 ocean ave #5j, brooklyn, ny 11229",1
"50 bridge park dr ph 1c, brooklyn heights, ny 11201",1
"175 rivington st #1a, new york, ny 10002",1
"88-30 51st ave #6b, queens, ny 11373",1
"3220 fairfield ave #6a, bronx, ny 10463",1
"5775 mosholu ave #7f, bronx, ny 10471",1
"6214 hillmeyer rd, arverne, ny 11692",1
"238 decatur st, brooklyn, ny 11233",1
"136 e 87th st, brooklyn, ny 11236",1
"3520 82nd st apt 41, jackson heights, ny 11372",1
"445 east 86th st #3c, new york, ny 10028",1
"65-10 108th st #3b, queens, ny 11375",1
"177 s 4th st, brooklyn, ny 11211",1
"41-62 bowne st #11c, flushing, ny 11355",1
"259 windham loop, staten island, ny 10314",1
"615 president st, brooklyn, ny 11215",1
"640 w 237th st #14c, bronx, ny 10463",1
"2166 bronx pk e #5j, bronx, ny 10462",1
"155-11 14th ave, flushing, ny 11357",1
"3135 johnson ave #10f, bronx, ny 10463",1
"10 e 43rd st #3k, brooklyn, ny 11203",1
"2514 voorhies ave, brooklyn, ny 11235",1
"612 3rd st., brooklyn, ny 11215",1
"63 cassidy pl, staten island, ny 10301",1
"6011 broadway apt 1d, woodside, ny 11377",1
"330 e 38th st #14l, new york, ny 10016",1
"186 w 80th st #3a, new york, ny 10024",1
"555 kappock st #5m, bronx, ny 10463",1
"3641 johnson ave, bronx, ny 10463",1
"1746 van buren st, bronx, ny 10460",1
"65 jenna ln, staten island, ny 10304",1
"10740 queens blvd ste 1, flushing, ny 11375",1
"109-20 queens blvd #3a, forest hills, ny 11375",1
"102 cornelia st, brooklyn, ny 11221",1
"2729 westervelt ave, bronx, ny 10469",1
"36 gramercy park e #5s, new york, ny 10003",1
"455 e 51st st #4a, new york, ny 10022",1
"265 w 131st st #4, new york, ny 10027",1
"30 8th ave, new york, ny 10014",1
"3475 greystone ave #4c, bronx, ny 10463",1
"1611 e 31st st, brooklyn, ny 11234",1
"300 e 74th st #22e, new york, ny 10021",1
"174 essex st, brooklyn, ny 11208",1
"594 court st, brooklyn, ny 11231",1
"941 croes ave, bronx, ny 10473",1
"348 e 4th st #1, brooklyn, ny 11218",1
"167 havemeyer st #8a, brooklyn, ny 11211",1
"590 maple st, brooklyn, ny 11203",1
"530 e 84th st #1m, new york, ny 10028",1
"63-36 99th st, flushing, ny 11374",1
"37-21 80th st #4a, flushing, ny 11372",1
"88-8 151st ave #5a, howard beach, ny 11414",1
"7713 20th ave, brooklyn, ny 11214",1
"253 windham loop, staten island, ny 10314",1
"971 schenck ave, brooklyn, ny 11207",1
"35-24 78th st #67, jackson heights, ny 11372",1
"2833 ely ave #2, bronx, ny 10469",1
"1414 w 4th st ph5, brooklyn, ny 11204",1
"1717 e 14th st #2h, brooklyn, ny 11229",1
"189 corson ave, staten island, ny 10301",1
"1119 85th st, brooklyn, ny 11228",1
"431 st lawrence ave, bronx, ny 10473",1
"319 montreal ave, staten island, ny 10306",1
"1217 e 101st st, brooklyn, ny 11236",1
"412 manhattan st, staten island, ny 10307",1
"5550 fieldston rd #9j, bronx, ny 10471",1
"215 w 98th st #5c, new york, ny 10025",1
"26910 grand central pkwy #11b, queens, ny 11005",1
"1379 e 93rd st, brooklyn, ny 11236",1
"111-87 43rd ave, flushing, ny 11368",1
"280 dean st apartment 23, brooklyn, ny 11217",1
"3100 brighton 3rd st #4b, brooklyn, ny 11235",1
"950 hoe ave #2b, bronx, ny 10459",1
"336 convent ave, new york, ny 10031",1
"218 e 31st st, new york, ny 10016",1
"65 central park w #10c, new york, ny 10023",1
"87-15 165th st #4j, jamaica, ny 11432",1
"31-21 54th st #1a, flushing, ny 11377",1
"134 rutland rd, brooklyn, ny 11225",1
"1793 riverside dr #4f, new york, ny 10034",1
"156 bank st #1a, new york, ny 10014",1
"40 w 67th st #8b, new york, ny 10023",1
"25 w 88th st, new york, ny 10024",1
"6960 108th st apt 501, forest hills, ny 11375",1
"8701 shore rd apt 344, brooklyn, ny 11209",1
"121 e 83rd st, new york, ny 10028",1
"45 tudor city pl apt 708, new york, ny 10017",1
"104 jackson st, brooklyn, ny 11211",1
"120-10 135th st, jamaica, ny 11420",1
"1086 e 73rd st #75, brooklyn, ny 11234",1
"41 clifton st, staten island, ny 10314",1
"75 1st ave., new york, ny 10003",1
"2740 seymour ave, bronx, ny 10469",1
"41 jane st #4c, new york, ny 10014",1
"45 francine ct, staten island, ny 10306",1
"143 lafayette ave #1a, brooklyn, ny 11205",1
"42-22 ketcham st, elmhurst, ny 11373",1
"1259 jefferson ave, brooklyn, ny 11221",1
"215 w 138th st, new york, ny 10030",1
"66-15 thornton pl, rego park, ny 11374",1
"3245 perry ave #1f, bronx, ny 10467",1
"145 5th ave #1, new york, ny 10010",1
"6 e 68th st #2, new york, ny 10065",1
"1040 neilson st apt 2f, far rockaway, ny 11691",1
"8811 elmhurst ave apt c11, elmhurst, ny 11373",1
"310 e 69th st, new york, ny 10021",1
"40-40 203rd st #5b, flushing, ny 11361",1
"14-43 28th ave bb1, astoria, ny 11102",1
"96 86th st, brooklyn, ny 11209",1
"1719 e 22nd st, brooklyn, ny 11229",1
"151 w 86th st #3d, new york, ny 10024",1
"41 w 96th st #9d, new york, ny 10025",1
"149 durant ave, staten island, ny 10306",1
"71 park ave #10a-b, new york, ny 10016",1
"2650 ocean pkwy #10b, brooklyn, ny 11235",1
"2105 wallace ave #2f, bronx, ny 10462",1
"187 pinehurst ave #4a, new york, ny 10033",1
"309 e 108th st #2b, new york, ny 10029",1
"149 dupont st #3, brooklyn, ny 11222",1
"3235 emmons ave apt 625, brooklyn, ny 11235",1
"949 schenck ave, brooklyn, ny 11207",1
"40-18 190th st, flushing, ny 11358",1
"4302 boyd ave, bronx, ny 10466",1
"90 bay street landing #8g, staten island, ny 10301",1
"110 thompson st #2a, new york, ny 10012",1
"1809 w 3rd st, brooklyn, ny 11223",1
"2701 goethals rd n d4, staten island, ny 10303",1
"40 w 55th st #4d, new york, ny 10019",1
"58 roanoke st, staten island, ny 10314",1
"52 riverside dr #16a, new york, ny 10024",1
"74 greencroft ave, staten island, ny 10308",1
"468 e 46th st, brooklyn, ny 11203",1
"1040 clay ave, bronx, ny 10456",1
"7 e 69th st, new york, ny 10021",1
"100 vandam st #6a, new york, ny 10013",1
"455 e 51st st #4f, new york, ny 10022",1
"2025 broadway #17g, new york, ny 10023",1
"82-61 172nd st, jamaica, ny 11432",1
"200 west end ave, new york, ny 10023",1
"97-37 63rd rd #3e, rego park, ny 11374",1
"73 wooster st, new york, ny 10012",1
"132-14 horace harding expy, flushing, ny 11367",1
"150 west end ave #1j, brooklyn, ny 11235",1
"112-50 78th ave, forest hills, ny 11375",1
"1657 e 19th st #8b, brooklyn, ny 11229",1
"880 boynton ave #18f, bronx, ny 10473",1
"284 sullivan pl, brooklyn, ny 11225",1
"59-43 madison st, flushing, ny 11385",1
"239 e 79th st #8f, new york, ny 10075",1
"200 e 89th st apt 42b, new york, ny 10128",1
"545 w 111th st #2b, new york, ny 10025",1
"7069 amboy rd, staten island, ny 10307",1
"245-54 62nd ave, douglaston, ny 11362",1
"131-01 40th rd #8c, flushing, ny 11354",1
"194 falmouth st, brooklyn, ny 11235",1
"66-05 garfield ave, flushing, ny 11377",1
"59 edgewater park, bronx, ny 10465",1
"12-29 estates ln #223, bayside, ny 11360",1
"61 n henry st, brooklyn, ny 11222",1
"55 liberty st ph 31a, new york, ny 10005",1
"1724 hutchinson riv pkwy, bronx, ny 10461",1
"98 degraw st, brooklyn, ny 11231",1
"150 e 105th st, new york, ny 10029",1
"43 5th ave #8b, new york, ny 10003",1
"457 w 57th st #809, new york, ny 10019",1
"1280 5th ave #8b, new york, ny 10029",1
"476 robinson ave, staten island, ny 10312",1
"430 w 34th st. #12h, new york, ny 10001",1
"3816 waldo ave #3b, bronx, ny 10463",1
"19-26 81st st, flushing, ny 11370",1
"2911 avenue d, brooklyn, ny 11226",1
"4705 henry hudson pkwy w #7j, bronx, ny 10471",1
"109 waverly pl, new york, ny 10011",1
"2798 pitkin ave, brooklyn, ny 11208",1
"325 e 41st st apt 509, new york, ny 10017",1
"100 remsen st #8c, brooklyn, ny 11201",1
"464 5th st, brooklyn, ny 11215",1
"3021 avenue z #2h, brooklyn, ny 11235",1
"50 pine st apt 8n, new york, ny 10005",1
"200 mercer st #5e, new york, ny 10012",1
"90 william st #16g, new york, ny 10038",1
"867 sterling pl, brooklyn, ny 11216",1
"325 w 52nd st, new york, ny 10019",1
"84-96 austin st, jamaica, ny 11415",1
"333 e 91st st #12c, new york, ny 10128",1
"149-42 17th rd, whitestone, ny 11357",1
"447 fort washington ave apt 44, new york, ny 10033",1
"800 bedford ave apt 4a, brooklyn, ny 11205",1
"132 e 35th st #10b, new york, ny 10016",1
"365 bridge st #8j, brooklyn, ny 11201",1
"31-10 95th st, flushing, ny 11369",1
"762 empire blvd #4d, brooklyn, ny 11213",1
"752 correll ave, staten island, ny 10309",1
"7901 4th ave #22, brooklyn, ny 11209",1
"35-51 85th st #6f, jackson heights, ny 11372",1
"425 pacific st, brooklyn, ny 11217",1
"27110 grand central pkwy #5l, queens village, ny 11005",1
"349 6th ave apartment 2, brooklyn, ny 11215",1
"233 e 70th st #6r, new york, ny 10021",1
"120 central park s #3g, new york, ny 10019",1
"68-09 138th st #2b, flushing, ny 11367",1
"214-03 16th ave, flushing, ny 11360",1
"51 e 126th st, new york, ny 10035",1
"61 e 82nd st #1a, new york, ny 10028",1
"154 e 22nd st, brooklyn, ny 11226",1
"438 w 162nd st, new york, ny 10032",1
"144-40 71st ave #2, flushing, ny 11367",1
"256-16 86th ave, queens, ny 11001",1
"243 deems ave, staten island, ny 10314",1
"152 e 83rd st #3d, new york, ny 10028",1
"3721 80th st apt 6b, jackson heights, ny 11372",1
"74 89th st, brooklyn, ny 11209",1
"22 e 78th st, new york, ny 10075",1
"230 central park w #6h, new york, ny 10024",1
"768 herkimer st, brooklyn, ny 11233",1
"19 park ln, staten island, ny 10301",1
"55 e 65th st #4b, new york, ny 10065",1
"217 w 57th st, new york, ny 10019",1
"181 hastings st, brooklyn, ny 11235",1
"22-11 33rd st #1d, astoria, ny 11105",1
"2750 johnson ave #5c, bronx, ny 10463",1
"278 decatur st, brooklyn, ny 11233",1
"165 e 60th st #5c, new york, ny 10065",1
"726 metropolitan ave #6b, brooklyn, ny 11211",1
"236 45th st, brooklyn, ny 11220",1
"1429 avenue h, brooklyn, ny 11230",1
"2330 e 15th st, brooklyn, ny 11229",1
"2120 ocean ave #5b, brooklyn, ny 11229",1
"4716 avenue h, brooklyn, ny 11234",1
"310 e 46th st #17h, new york, ny 10017",1
"9411 shore rd, brooklyn, ny 11209",1
"306 mott st, new york, ny 10012",1
"1594 unionport rd #2a, bronx, ny 10462",1
"79 bridge st #5c, brooklyn, ny 11201",1
"9 clinton st, new york, ny 10002",1
"12-15 broadway, long island city, ny 11106",1
"148 brighton ave, staten island, ny 10301",1
"1069 lincoln pl, brooklyn, ny 11213",1
"64-56 woodbine st, ridgewood, ny 11385",1
"425 e 63rd st, new york, ny 10065",1
"10 park ave # 25e, new york, ny 10016",1
"150-38 union tpke #8c, flushing, ny 11367",1
"4219 amboy rd #4a, staten island, ny 10308",1
"287 e 34th st, brooklyn, ny 11203",1
"1100 park ave #11c, new york, ny 10128",1
"3230 93rd st apt a7, east elmhurst, ny 11369",1
"765 e 224th st, bronx, ny 10466",1
"251 wilson ave, staten island, ny 10308",1
"52 convent ave #1c, new york, ny 10027",1
"163 whitman dr, brooklyn, ny 11234",1
"303 w 113th st #2, new york, ny 10026",1
"102-10 66th rd #14a, flushing, ny 11375",1
"31 grove st, new york, ny 10014",1
"860 w 181st st apt 56, new york, ny 10033",1
"2634 national dr, brooklyn, ny 11234",1
"449 classon ave, brooklyn, ny 11238",1
"340 86th st, brooklyn, ny 11209",1
"310 lexington ave #1b, new york, ny 10016",1
"201 w 70th st #8c, new york, ny 10023",1
"260 89th st, brooklyn, ny 11209",1
"185 prospect park southwest apt 304, brooklyn, ny 11218",1
"66-27 gray st, flushing, ny 11379",1
"46-10 glenwood st, flushing, ny 11362",1
"79-28 68th ave, middle village, ny 11379",1
"489 maine ave, staten island, ny 10314",1
"376 west st #2b, new york, ny 10014",1
"146 newel st, brooklyn, ny 11222",1
"525 w 150th st, new york, ny 10031",1
"99-11 43rd ave, flushing, ny 11368",1
"550 grand st #11e, brooklyn, ny 11211",1
"229 e 14th st #3e, new york, ny 10003",1
"180 e 88th st, new york, ny 10128",1
"118-18 union tpke #15e, kew gardens, ny 11415",1
"385 w 12th st, new york, ny 10014",1
"36 hamilton ave #5b, staten island, ny 10301",1
"60-65 55th st, flushing, ny 11378",1
"158 jaffray st, brooklyn, ny 11235",1
"132-59 41st rd #6c, flushing, ny 11355",1
"812 5th ave #10a, new york, ny 10065",1
"2800 brown st, brooklyn, ny 11235",1
"572 junius st, brooklyn, ny 11212",1
"40-26 benham st, elmhurst, ny 11373",1
"619 johnston terrace, staten island, ny 10309",1
"556 henry st, brooklyn, ny 11231",1
"21-77 33rd st #4f, astoria, ny 11105",1
"61-15 97th st #14f, rego park, ny 11374",1
"200 e 36th st #17g, new york, ny 10016",1
"99-44 62nd ave, flushing, ny 11374",1
"425 w 24th st #1a, new york, ny 10011",1
"6636 yellowstone blvd apt 26b, forest hills, ny 11375",1
"2230 national dr, brooklyn, ny 11234",1
"169 crown ave, staten island, ny 10312",1
"995 5th ave fl 16, new york, ny 10028",1
"94-24 53rd ave, elmhurst, ny 11373",1
"16030 cross island pkwy #619, whitestone, ny 11357",1
"92-29 queens blvd, rego park, ny 11374",1
"6 mann ave, staten island, ny 10314",1
"522 e 51st st #6b, brooklyn, ny 11203",1
"1800 grand concourse, bronx, ny 10457",1
"6 fordham hill oval #12g, bronx, ny 10468",1
"321 93rd st apt 2, brooklyn, ny 11209",1
"33 e 22nd st #4f, new york, ny 10010",1
"1680 ocean ave #5l, brooklyn, ny 11230",1
"63 brighton 2nd pl #4a, brooklyn, ny 11235",1
"2613 emmons ave #326, brooklyn, ny 11235",1
"2121 shore pkwy #7f, brooklyn, ny 11214",1
"152 e 63rd st, new york, ny 10065",1
"87-05 166th st #4h, jamaica, ny 11432",1
"145 6th ave #2b, new york, ny 10013",1
"80 riverside blvd #15j, new york, ny 10069",1
"225 lincoln pl #3g, brooklyn, ny 11217",1
"68-2 140th st, flushing, ny 11367",1
"13 lake ave, staten island, ny 10303",1
"303 e 33rd st #10e, new york, ny 10016",1
"26 broadway apt 402, brooklyn, ny 11249",1
"939 e 87th st, brooklyn, ny 11236",1
"185 throgs neck blvd, bronx, ny 10465",1
"159-18 28th ave, flushing, ny 11358",1
"2083 pearson st, brooklyn, ny 11234",1
"12 e 79th st, new york, ny 10075",1
"99-15 66th ave #5h, flushing, ny 11374",1
"720 greenwich st apt 7m, new york, ny 10014",1
"1114 78th st, brooklyn, ny 11228",1
"269-10 grand central pkwy #1a, queens, ny 11005",1
"839 west end ave #2a, new york, ny 10025",1
"79 dover st, brooklyn, ny 11235",1
"12 e 132nd st #2a, new york, ny 10037",1
"717 e 221st st, bronx, ny 10467",1
"2062 royce st, brooklyn, ny 11234",1
"1629 212th st # 105, bayside, ny 11360",1
"3556 77th st apt 41, jackson heights, ny 11372",1
"50 e 72nd st #3d, new york, ny 10021",1
"401 e 60th st #17a, new york, ny 10022",1
"205 e 16th st #4a, new york, ny 10003",1
"168 lefferts pl, brooklyn, ny 11238",1
"163- 2 17th ave, whitestone, ny 11357",1
"160-44 26th ave, flushing, ny 11358",1
"288 w 12th st #3f, new york, ny 10014",1
"119 richmond hill rd, staten island, ny 10314",1
"139 spring st #3b, new york, ny 10012",1
"1534 w 9th st, brooklyn, ny 11204",1
"41-50 78th st #222, elmhurst, ny 11373",1
"368 3rd ave ph b, new york, ny 10016",1
"11659 120th st, jamaica, ny 11420",1
"110 thompson st #3d, new york, ny 10012",1
"1840 52nd st apt 7, brooklyn, ny 11204",1
"6636 yellowstone blvd apt 23h, forest hills, ny 11375",1
"336 west end ave #17a, new york, ny 10023",1
"196 bennett ave, staten island, ny 10312",1
"712 126th st, college point, ny 11356",1
"115-15 127th st, south ozone park, ny 11420",1
"71-36 110th st #3a, flushing, ny 11375",1
"3029 brighton 5th st, brooklyn, ny 11235",1
" 6333 98th pl #3c, rego park, ny 11374",1
"2081 cruger ave #4c, bronx, ny 10462",1
" 23 e 22nd st #55a, new york, ny 10010",1
"250 w 103rd st #2b, new york, ny 10025",1
"200 cabrini blvd apt 117, new york, ny 10033",1
"412 maryland ave #3a, staten island, ny 10305",1
"1569 w 7th st #3a, brooklyn, ny 11204",1
"2250 brigham st #3g, brooklyn, ny 11229",1
"110-38 64th ave, forest hills, ny 11375",1
"12-12 120th st, flushing, ny 11356",1
"835 dean ave, bronx, ny 10465",1
"213 milford st, brooklyn, ny 11208",1
"4601 39th ave apt 514, sunnyside, ny 11104",1
"380 lenox ave #2d, new york, ny 10037",1
"558 seneca ave, ridgewood, ny 11385",1
"1534 e 22nd st, brooklyn, ny 11210",1
"80-48 193rd st, jamaica, ny 11423",1
"2322 adam clayton powell jr blvd #1c, new york, ny 10030",1
"591 park ave, new york, ny 10065",1
"13-63 209th st, flushing, ny 11360",1
"1119 ocean pkwy #1b, brooklyn, ny 11230",1
"1740 w 4th st #5f, brooklyn, ny 11223",1
"2166 broadway apt 11b, new york, ny 10024",1
"321 e 43rd st apt 211, new york, ny 10017",1
"213 e 120th st, new york, ny 10035",1
"111- 31 66th ave #2c, forest hills, ny 11375",1
"18 harbour ct, staten island, ny 10308",1
"48-36 65th pl, flushing, ny 11377",1
"61-20 grand central pkwy #505, forest hills, ny 11375",1
"160 imlay st, brooklyn, ny 11231",1
"3235 emmons ave apt 412, brooklyn, ny 11235",1
"85-10 79th st, jamaica, ny 11421",1
"1740 w 4th st #4c, brooklyn, ny 11223",1
"198-06 100th ave, jamaica, ny 11423",1
"26 beaver st apt 4, new york, ny 10004",1
"1st ave., new york, ny 10003",1
"2042 ralph ave #4, brooklyn, ny 11234",1
"6300 riverdale ave #5k, bronx, ny 10471",1
"85-34 chevy chase st, jamaica, ny 11432",1
"94-35 corona ave., elmhurst, ny 11373",1
"32 poi ct, staten island, ny 10314",1
"6636 yellowstone blvd apt 14e, forest hills, ny 11375",1
"121-26 7th ave, flushing, ny 11356",1
"500 w 43rd st #23a, new york, ny 10036",1
"7316 ridge blvd, brooklyn, ny 11209",1
"172 greenleaf ave #2b, staten island, ny 10310",1
"310 lexington ave #10f, new york, ny 10016",1
"253 father capodanno blvd, staten island, ny 10305",1
" 3515 henry hudson pkwy #3d, bronx, ny 10463",1
"233 east 86th st #5b, new york, ny 10028",1
"15 bank st, new york, ny 10014",1
"422 maryland ave #3b, staten island, ny 10305",1
"230 7th st, brooklyn, ny 11215",1
"334 harbor rd, staten island, ny 10303",1
"120 wellington ct #1b, staten island, ny 10314",1
"240-67 poplar st, flushing, ny 11363",1
"672 van siclen ave, brooklyn, ny 11207",1
"346 91st st apt 307, brooklyn, ny 11209",1
"64-30 72nd st, flushing, ny 11379",1
"17-20 150th st, whitestone, ny 11357",1
"527 glenmore ave, brooklyn, ny 11207",1
"392 central park w #1r, new york, ny 10025",1
"104-06 212th st, jamaica, ny 11417",1
"507 127th st, flushing, ny 11356",1
"60 greene st apt 4, new york, ny 10012",1
"7222 3rd ave, brooklyn, ny 11209",1
"48-17 42nd st #4b, woodside, ny 11377",1
"2719 whitman dr, brooklyn, ny 11234",1
"102-37 68th ave, flushing, ny 11375",1
"11020 71st ave apt 330, forest hills, ny 11375",1
"12 irving pl, staten island, ny 10304",1
"114 mc arthur ave, staten island, ny 10312",1
"2341 richmond rd, staten island, ny 10306",1
"87-15 165th st #2a, jamaica, ny 11432",1
"649 bay ridge pkwy, brooklyn, ny 11209",1
"3240 riverdale ave #4b, bronx, ny 10463",1
"2944 w 5th st #19c, brooklyn, ny 11224",1
"19 bascom pl, staten island, ny 10314",1
"234-18 131st ave, rosedale, ny 11422",1
"120 e 19th st, new york, ny 10003",1
"767 eastern pkwy #1a, brooklyn, ny 11213",1
"1177 anderson ave #2d, bronx, ny 10452",1
"72-61 113th st #4b, forest hills, ny 11375",1
"15411 riverside dr # 17b, beechhurst, ny 11357",1
"205 e 238th st #1j, bronx, ny 10470",1
"2090 madison ave #3d, new york, ny 10037",1
"324 77th st #2c, brooklyn, ny 11209",1
"3 brighton ct, brooklyn, ny 11223",1
"303 knollwood ave, douglaston, ny 11363",1
"474 48th ave ph 3h, long island city, ny 11109",1
"2155 82nd st #5o, brooklyn, ny 11214",1
"1020 grand concourse #14d, bronx, ny 10451",1
"443 greenwich st ph e, new york, ny 10013",1
"88-20 78th st, jamaica, ny 11421",1
"334 w 20th st, new york, ny 10011",1
"301 e 22nd st #2r, new york, ny 10010",1
"1040 carroll st apartment 6e, brooklyn, ny 11225",1
"399 linwood st, brooklyn, ny 11208",1
"2 bay club dr #1u, bayside, ny 11360",1
"137-25 133rd ave, jamaica, ny 11436",1
"519 e 87th st d, new york, ny 10128",1
"160-14 83rd st, jamaica, ny 11414",1
"555 oak dr, far rockaway, ny 11691",1
"2712 heath ave, bronx, ny 10463",1
"95-18 42nd ave, elmhurst, ny 11373",1
"2260 burnett st #1f, brooklyn, ny 11229",1
"39 s portland ave, brooklyn, ny 11217",1
"144 dunham st, staten island, ny 10309",1
"410 w 23rd st #6f, new york, ny 10011",1
"825 rockland ave, staten island, ny 10314",1
"445 milford st, brooklyn, ny 11208",1
"292 lafayette st #2a, new york, ny 10012",1
"145-38 3rd ave, flushing, ny 11357",1
"114-15 91st ave, jamaica, ny 11418",1
"32-15 168th st, flushing, ny 11358",1
"7702 15th ave, brooklyn, ny 11228",1
"69-10 108th st #4c, forest hills, ny 11375",1
"29 annfield ct, staten island, ny 10304",1
"716 decatur st, brooklyn, ny 11233",1
"393 guyon ave, staten island, ny 10306",1
"5715 mosholu ave #6b, bronx, ny 10471",1
"20 jones st, new york, ny 10014",1
